ID,title,author,isbn,publisher,edition,pages,dimension
3196,Rules for Old Men Waiting,Peter Pouncey,9780812973969,Random House Publishing Group,Reprint,240,5.20(w) x 8.00(h) x 0.50(d)
3197,The Aeneid (Barnes & Noble Classics Series),Virgil,9781593082376,Barnes & Noble,New Edition,464,5.10(w) x 7.90(h) x 1.40(d)
3198,Grimm's Fairy Tales (Barnes & Noble Classics Series),Jacob Grimm;  Wilhelm Grimm;  Ludwig Emil Grimm;  Brothers Grimm,9781593080563,Barnes & Noble,,560,5.18(w) x 8.00(h) x 1.40(d)
3199,Nobody's Son,Cathy Glass,9780008214357,HarperCollins UK,,336,5.10(w) x 7.70(h) x 0.90(d)
3200,Great Comedians Talk About Comedy,Larry Wilde,9780937539514,Tremendous Life Books,New Edition,404,6.10(w) x 9.10(h) x 1.30(d)
3201,Spartacus and the Slave Wars,Brent D. Shaw,9780312237035,Palgrave Macmillan,REV,210,5.50(w) x 8.50(h) x 0.50(d)
3202,The Devil's Posse,Charles G. West,9780451471987,Penguin Publishing Group,,304,4.10(w) x 6.70(h) x 1.00(d)
3203,Persuasion (Barnes & Noble Classics Series),Jane Austen,9781593081300,Barnes & Noble,,288,7.96(w) x 5.30(h) x 0.78(d)
3204,Presidents in the Movies: American History and Politics on Screen,I. Morgan,9780230113282,Palgrave Macmillan US,2011,198,5.60(w) x 8.40(h) x 0.70(d)
3205,Getting the Left Right: The Transformation Decline and Reformation of American Liberalism,Thomas A. Spragens Jr.,9780700616725,University Press of Kansas,,352,6.30(w) x 9.30(h) x 1.20(d)
3206,Transitional Justice and Human Rights in Morocco: Negotiating the Years of Lead,Fadoua Loudiy,9780415629744,Taylor & Francis,,160,6.20(w) x 9.30(h) x 0.60(d)
3207,Indigenous Peoples and the Modern State,Duane Champagne,9780759107984,AltaMira Press,,208,6.10(w) x 9.10(h) x 0.70(d)
3208,Game Changers: Kwame Alexander (Grade 8),Brian McGrath,9781493839322,Teacher Created Materials,,32,5.20(w) x 7.80(h) x 0.20(d)
3209,"A Study Guide for Anne Sexton's ""Cinderella""",Cengage Learning Gale,9781375378086,BiblioLabs LLC,,42,6.00(w) x 1.25(h) x 9.00(d)
3210,Labyrinth of Stars (Hunter Kiss Series #5),Marjorie M. Liu,9781937007850,Penguin Publishing Group,,304,4.00(w) x 6.60(h) x 1.10(d)
3211,After the New Testament: 100-300 C.E.: A Reader in Early Christianity / Edition 2,Bart D. Ehrman,9780195398922,Oxford University Press,New Edition,576,7.40(w) x 9.20(h) x 1.10(d)
3212,America's Boy,James Hamilton-Paterson,9780571320189,Faber and Faber,,502,5.06(w) x 7.81(h) x 1.01(d)
3213,The Inner Life of Abraham Lincoln: Six Months at the White House,Francis Bicknell Carpenter,9781545479650,CreateSpace Publishing,,160,6.00(w) x 9.00(h) x 0.34(d)
3214,Death is the Hunter,Charles G. West,9780451236074,Penguin Publishing Group,,304,4.20(w) x 6.70(h) x 1.00(d)
3215,Annals of Imperial Rome (Barnes & Noble Library of Essential Reading),Tacitus,9780760788899,Barnes & Noble,,448,5.50(w) x 8.25(h) x 1.03(d)
3216,Relying on the Power of the Spirit: Acts,Elizabeth George,9780736937016,Harvest House Publishers,,160,5.20(w) x 7.90(h) x 0.50(d)
3217,Carolina Moon,Nora Roberts,9780425252987,Penguin Publishing Group,,448,6.20(w) x 9.00(h) x 1.10(d)
3218,Prime Ministers of Barbados: Second Edition,Wendell C. C. Callender,9781512115413,CreateSpace Publishing,,118,5.25(w) x 8.00(h) x 0.25(d)
3219,Okinawa: The Last Great Battle of World War II,James H. Laird,9781546625681,CreateSpace Publishing,,58,
3220,Half-Hours with the Best American Authors Vol 2,Charles Morris,9781117905303,BCR (Bibliographical Center for Research),,526,7.44(w) x 9.69(h) x 1.06(d)
3221,Doomsday Eve,Robert Moore Williams,9781538018262,NOOK Press,,136,6.00(w) x 9.00(h) x 0.44(d)
3222,Beyond Christian Folk Religion,Edward A. Beckstrom,9781498266703,Wipf & Stock Publishers,,278,6.00(w) x 9.00(h) x 0.69(d)
3223,AN ECLECTIC MIX - VOLUME ONE by Edited,Lindsay Fairgrieve,9781326214982,Lulu.com,,162,5.83(w) x 8.27(h) x 0.35(d)
3224,Fighter Pilot: The First American Ace of World War II,William R. Dunn,9780813108674,University Press of Kentucky,REPRINT,272,5.50(w) x 8.50(h) x (d)
3225,Cinemaps: An Atlas of 35 Great Movies,Andrew DeGraff,9781594749896,Quirk Publishing,,160,8.90(w) x 11.90(h) x 0.90(d)
3226,How to Rule the World,Jade Heasley,9781466479371,CreateSpace Publishing,,210,6.00(w) x 9.00(h) x 0.48(d)
3227,Imperial Reckoning: The Untold Story of Britain's Gulag in Kenya,Caroline Elkins,9780805080018,Holt Henry & Company Inc.,First Edition,496,9.12(w) x 7.14(h) x 0.84(d)
3228,Code Girls: The Untold Story of the American Women Code Breakers of World War II,Liza Mundy,9780316352543,Hachette Books,,432,6.00(w) x 1.25(h) x 9.00(d)
3229,Baptists in America: A History,Thomas S. Kidd;  Barry Hankins,9780199977536,Oxford University Press,,352,6.20(w) x 9.30(h) x 1.30(d)
3230,MY CV Book 1. The Childhood Years.,MR Nicky Smith,9781542869454,CreateSpace Publishing,,136,5.08(w) x 7.80(h) x 0.29(d)
3231,Brutal Journey: Cabeza de Vaca and the Epic First Crossing of North America,Paul Schneider,9780805083200,Holt Henry & Company Inc.,First Edition,384,5.50(w) x 8.50(h) x 0.85(d)
3232,Angel Pets: Incredible True Stories of Animal Miracles,Margrit Coates,9781846042577,Random House UK,,254,5.00(w) x 7.70(h) x 0.70(d)
3233,Militarism Sport Europe: War Without Weapons / Edition 1,J A Mangan,9780714682952,Taylor & Francis,,240,5.83(w) x 8.27(h) x 0.69(d)
3234,American Cocktail: A ''Colored Girl'' in the World,Anita Reynolds;  Jean L. Krauklin,9780674073050,Harvard,,352,5.70(w) x 8.30(h) x 1.30(d)
3235,Encyclopedia of the History of Astronomy and Astrophysics,David Leverington,9780521899949,Cambridge University Press,,530,8.60(w) x 11.10(h) x 1.20(d)
3236,Come Out of the Valley of Adversity,Robert Davis,9781628386028,Page Publishing Inc.,,74,6.00(w) x 9.00(h) x 0.18(d)
3237,To the Moon and Back (Signed Book) (Baxter Family Series #3),Karen Kingsbury,9781982103484,Howard Books,Signed Edition,384,5.50(w) x 8.37(h) x (d)
3238,Religion Work and Inequality,Lisa Keister,9781780523460,Emerald Group Publishing Limited,,405,6.12(w) x 9.25(h) x 1.37(d)
3239,Climbing Free: My Life in the Vertical World,Lynn Hill,9780393324334,Norton W. W. & Company Inc.,Reprint,288,6.20(w) x 9.30(h) x 0.90(d)
3240,Curtain of Death (Clandestine Operations Series #3),W. E. B. Griffin;  William E. Butterworth,9780735212268,Penguin Publishing Group,Reissue,448,4.20(w) x 7.40(h) x 1.10(d)
3241,Incredible True Adventures,Various,9781482424768,Gareth Stevens Publishing,,32,7.70(w) x 9.90(h) x 0.60(d)
3242,Diary of Sarah Gillespie: A Pioneer Farm Girl,Sarah Gillespie,9781476551371,Capstone Press,,32,7.40(w) x 8.50(h) x 0.10(d)
3243,Hesistant Martyr in the Texas Revolution: James Walker Fannin,Gary Brown,9781556227783,Taylor Trade Publishing,,275,5.66(w) x 8.52(h) x 0.75(d)
3244,Cognitive Science and the New Testament: A New Approach to Early Christian Research,Istvan Czachesz,9780198779865,Oxford University Press,,288,6.20(w) x 9.20(h) x 0.70(d)
3245,The Heart Is Noble: Changing the World from the Inside Out,The Karmapa;  Ogyen Trinley Dorje,9781611800012,Shambhala,,216,5.80(w) x 8.40(h) x 0.70(d)
3246,Ecological Architecture: A Critical History,James Steele,9780500342107,Thames & Hudson,,272,9.30(w) x 10.20(h) x 1.30(d)
3247,Gettysburg: An Alternate History,Peter G. Tsouras,9781634505321,Skyhorse Publishing,Reprint,320,5.50(w) x 8.20(h) x 1.20(d)
3248,An Epic Doodle (Stickman Odyssey Series #1),Christopher Ford,9780399254260,Penguin Young Readers Group,,208,6.10(w) x 9.10(h) x 0.70(d)
3249,Antarctica,Rebecca Hirsch,9780531292761,Scholastic Library Publishing,,32,3.80(w) x 5.70(h) x 0.60(d)
3250,A Chosen Exile: A History of Racial Passing in American Life,Allyson Hobbs,9780674659926,Harvard,Reprint,400,5.40(w) x 8.10(h) x 1.20(d)
3251,The Puppet Masters,Robert A. Heinlein,9781439133767,Baen,,416,7.00(w) x 11.28(h) x 1.03(d)
3252,Planet Sport,Kath Woodward,9780415681124,Taylor & Francis,,112,5.25(w) x 7.75(h) x (d)
3253,Dying in Style (Josie Marcus Mystery Shopper Series #1),Elaine Viets,9780451216793,Penguin Publishing Group,Reprint,288,4.20(w) x 6.71(h) x 0.78(d)
3254,Defending Baltimore Against Enemy Attack: A Boyhood Year During World War II,Charles Osgood,9781401300234,Hachette Books,,170,5.50(w) x 8.50(h) x 0.50(d)
3255,Cossack Fairy Tales and Folk Tales,Anonymous;  Noel L. Nisbet,9781541241435,CreateSpace Publishing,,198,5.98(w) x 9.02(h) x 0.42(d)
3256,Refiguring the Spiritual: Beuys Barney Turrell Goldsworthy,Mark Taylor,9780231157667,Columbia University Press,,244,7.10(w) x 9.10(h) x 1.00(d)
3257,Givenchy Paper Dolls,Tom Tierney,9780486499598,Dover Publications,,32,8.10(w) x 10.80(h) x 0.40(d)
3258,Brain Fitness: Anti-Aging to Fight Alzheimer's Disease Supercharge Your Memory Sharpen Your Intelligence De-Stress Your Mind Control Mood Swings and Much More,Robert Goldman,9780385488693,Crown Publishing Group,1 MAIN ST,368,5.50(w) x 8.50(h) x 0.75(d)
3259,Dam Busters: The True Story of the Inventors and Airmen Who Led the Devastating Raid to Smash the German Dams in 1943,James Holland,9780802122780,Grove/Atlantic Inc.,First Trade Paper Edition,464,5.90(w) x 8.90(h) x 1.30(d)
3260,Aging in America: A Cultural History,Lawrence R. Samuel,9780812248838,University of Pennsylvania Press Inc.,,208,6.10(w) x 9.10(h) x 0.90(d)
3261,Thomas Jefferson And Alexander Hamilton,K. Anthony Scott,9781581129854,Universal-Publishers.com,,136,5.50(w) x 8.50(h) x 0.32(d)
3262,Seville Ci'Ardoba and Granada: A Cultural History,Elizabeth Nash,9780195182033,Oxford University Press USA,,272,8.30(w) x 5.80(h) x 0.90(d)
3263,Cracking the AP Computer Science A Exam 2017 Edition,Princeton Review,9781101919880,Random House Children's Books,,336,8.30(w) x 10.80(h) x 0.90(d)
3264,Ma Rainey's Black Bottom,August Wilson,9780573681134,Samuel French Incorporated,New Edition,102,5.00(w) x 8.00(h) x 0.21(d)
3265,Religion Vs Christianity,Steven Channing,9781606470213,Xulon Press,,388,0.86(w) x 9.00(h) x 6.00(d)
3266,The Art of War: The Original Treatise on Military Strategy,Sun Tzu,9781936041053,Simon & Brown,,62,6.00(w) x 9.00(h) x 0.15(d)
3267,Reserve Growth During Financial Volatility in a Technologically Challenging World,U.S. Department of the Interior,9781495373879,CreateSpace Publishing,,38,8.50(w) x 11.00(h) x 0.08(d)
3268,Here There Elsewhere: Stories from the Road,William Least Heat-Moon,9780316067539,Little Brown and Company,,416,8.10(w) x 5.40(h) x 1.20(d)
3269,Keith Kyle Reporting the World,Keith Kyle,9781848850002,I. B.Tauris & Company Limited,,432,6.40(w) x 9.30(h) x 1.20(d)
3270,Code Girls: The Untold Story of the American Women Code Breakers of World War II,Liza Mundy;  Erin Bennett,9781478922704,Hachette Audio,Unabridged,,5.40(w) x 5.80(h) x 1.50(d)
3271,My Michael,Amos Oz,9780156031608,Houghton Mifflin Harcourt,First Edition,264,5.31(w) x 8.00(h) x (d)
3272,Mao: The Real Story,Alexander V. Pantsov;  Steven I. Levine,9781451654486,Simon & Schuster,,784,6.32(w) x 9.24(h) x 1.84(d)
3273,Conflict and Peacebuilding in the African Great Lakes Region by Edited,Kenneth Omeje and Tricia Redeker Hepner;  Tricia Redeker Hepner,9780253008428,Indiana University Press,,262,6.00(w) x 8.90(h) x 0.70(d)
3274,Los muchachos de zinc / Zinky Boys: Soviet Voices from the Afghanistan War,Svetlana Alexievich,9788499926292,PRH Grupo Editorial,,392,6.30(w) x 9.20(h) x 0.90(d)
3275,"A Study Guide for Ann Beattie's ""Imagined Scenes""",Cengage Learning Gale,9781375382106,BiblioLabs LLC,,38,6.00(w) x 1.25(h) x 9.00(d)
3276,Champ of the Forecastle,Robert E. Howard,9781500775650,CreateSpace Publishing,,34,5.06(w) x 7.81(h) x 0.07(d)
3277,Diary of Sallie Hester: A Covered Wagon Girl,Sallie Hester,9781476551364,Capstone Press,,,7.75(w) x 8.75(h) x 0.12(d)
3278,A Grave Matter (Lady Darby Mystery Series #3),Anna Lee Huber,9780425253694,Penguin Publishing Group,,432,5.10(w) x 7.90(h) x 1.00(d)
3279,Wallis in Love: The Untold Life of the Duchess of Windsor the Woman Who Changed the Monarchy,Andrew Morton,9781455566976,Grand Central Publishing,,416,6.30(w) x 9.00(h) x 1.70(d)
3280,The Unaccompanied,Simon Armitage,9781524732424,Knopf Doubleday Publishing Group,,96,5.60(w) x 8.10(h) x 0.70(d)
3281,Treasures of Britain: The Architectural Cultural Historical and Natural History of Britain (AA Guides),The Automobile Association (Great Britain),9780393057409,Norton W. W. & Company Inc.,,704,7.90(w) x 11.70(h) x 1.80(d)
3282,A Life of Picasso: The Prodigy 1881-1906,John Richardson,9780375711497,Knopf Doubleday Publishing Group,Reprint,560,7.28(w) x 9.09(h) x 1.42(d)
3283,Sgt. Pepper at Fifty: The Mood the Look the Sound the Legacy of the Beatles' Great Masterpiece,Mike McInnerney;  Bill DeMain;  Gillian G. Gaar,9781454923787,Sterling,,176,9.10(w) x 9.20(h) x 1.10(d)
3284,Fighter Aces of the Luftwaffe in World War 2,Philip Kaplan,9781844154609,Pen & Sword Books Limited,,208,6.10(w) x 9.30(h) x 0.90(d)
3285,Based on a True Story,Norm Macdonald,9780812983869,Random House Publishing Group,,272,5.10(w) x 7.90(h) x 0.70(d)
3286,Science and Human Progress,Oliver Sir Lodge,9781138192515,Taylor & Francis,,188,6.50(w) x 1.50(h) x 9.50(d)
3287,The Federalist Papers,Alexander Hamilton and James Madison,9781547195060,CreateSpace Publishing,,294,6.00(w) x 1.25(h) x 9.00(d)
3288,The Last Stand of Fox Company: A True Story of U.S. Marines in Combat,Bob Drury;  Tom Clavin,9780802144515,Grove/Atlantic Inc.,First Trade Paper Edition,368,5.76(w) x 8.24(h) x 1.04(d)
3289,Lone Eagle: The Fighter Pilot Experience - From World War I and World War II to the Jet Age,Philip Kaplan,9781510705111,Skyhorse Publishing,Reprint,240,8.50(w) x 10.50(h) x 0.50(d)
3290,It Started with Men But Ended with the Man,Teena Caver,9781465397997,Xlibris Corporation,,150,6.00(w) x 9.00(h) x 0.35(d)
3291,Mike Wallace: A Life,Peter Rader,9780312543396,St. Martin's Press,,336,6.36(w) x 9.32(h) x 1.14(d)
3292,Black Book of Poems,James Togeas,9781304799784,Lulu.com,,36,6.00(w) x 1.25(h) x 9.00(d)
3293,American Bloomsbury: Louisa May Alcott Ralph Waldo Emerson Margaret Fuller Nathaniel Hawthorne and Henry David Thoreau: Their Lives Their Loves Their Work,Susan Cheever,9780743264624,Simon & Schuster,Reprint,240,10.50(w) x 10.70(h) x 2.60(d)
3294,Changes in the Land Revised Edition: Indians Colonists and the Ecology of New England,William Cronon,9780809016341,Farrar Straus and Giroux,Revised 20th Anniversary Edition,288,8.08(w) x 11.06(h) x 0.77(d)
3295,Fraud: An American History from Barnum to Madoff,Edward J. Balleisen,9780691164557,Princeton University Press,,496,6.10(w) x 9.30(h) x 1.60(d)
3296,A Deadly Brew (Matthew Bartholomew Series #4),Susanna Gregory,9780751520071,Little Brown Book Group,,455,4.25(w) x 7.00(h) x 1.00(d)
3297,Congress Declares War: December 8-11 1941,Roland H. Worth,9780786418046,McFarland & Company Incorporated Publishers,,196,6.00(w) x 9.00(h) x 0.39(d)
3298,The Great War and the British People,J. M. Winter,9781349046713,Palgrave Macmillan,,376,5.50(w) x 8.50(h) x 0.84(d)
3299,Calvin's First Catechism,I. John Hesselink,9780664227258,Westminster John Knox Press,,256,6.00(w) x 9.00(h) x 0.58(d)
3300,People and Power: Electricity Sector Reforms and the Poor in Europe and Central Asia,Amelia Branczik;  Sudeshna Ghosh Banerjee;  Julian A. Lampietti,9780821366332,World Bank Publications,,256,6.00(w) x 8.90(h) x 0.60(d)
3301,A Place of Sense : Essays in Search of the Midwest,Michael Martone,9780877452171,University of Iowa Press,,144,6.00(w) x 8.00(h) x 0.60(d)
3302,Reflections: Life After the White House,Barbara Bush,9780743255820,Scribner,,432,6.00(w) x 9.00(h) x 1.10(d)
3303,The Templars: The Secret History Revealed,Barbara Frale,9781611450194,Arcade Publishing,Reprint,256,5.50(w) x 8.10(h) x 0.80(d)
3304,Gorbachev: His Life and Times,William Taubman,9780393647013,Norton W. W. & Company Inc.,,880,6.30(w) x 9.20(h) x 1.80(d)
3305,Wall Watchtower and Pencil Stub: Writing During World War II,John R. Carpenter,9781631580048,Yucca Publishing,,304,6.10(w) x 9.00(h) x 1.10(d)
3306,The Man of the World,Charles Macklin,9781512069235,CreateSpace Publishing,,70,6.00(w) x 9.00(h) x 0.15(d)
3307,Hound Dog Wisdom,Jerry Dollar,9781365187797,Lulu.com,,174,6.00(w) x 9.00(h) x 0.40(d)
3308,JPS Hebrew-English TANAKH Student Edition,Jewish Publication Society;  Inc.,9780827606975,The Jewish Publication Society,Brown leatherette Flex-binding,2040,9.12(w) x 6.14(h) x 1.84(d)
3309,The Diary of a Young Girl,Anne Frank;  B. M. Mooyaart-Doubleday;  Eleanor Roosevelt,9780812415087,Random House Adult Trade Publishing Group,,283,4.20(w) x 6.90(h) x 1.10(d)
3310,African American Women,National Museum of African American History and Culture,9781907804489,D Giles Limited,,72,7.10(w) x 7.00(h) x 0.50(d)
3311,Love Story,Erich Segal,9780380017607,HarperCollins Publishers,Reissue,224,4.18(w) x 6.75(h) x 0.56(d)
3312,The War That Made America: A Short History of the French and Indian War,Fred Anderson;  R. Scott Stephenson,9780143038047,Penguin Publishing Group,,320,5.40(w) x 8.40(h) x 0.80(d)
3313,"Pilots in Peril!: The Untold Story of U.S. Pilots Who Braved ""the Hump"" in World War II",Steven Otfinoski,9781491451663,Capstone Press,Reprint,232,5.20(w) x 7.20(h) x 0.60(d)
3314,A Study Guide for Frank McCourt's Angela's Ashes,Cengage Learning Gale,9781375399609,BiblioLabs LLC,,42,6.00(w) x 1.25(h) x 9.00(d)
3315,Tzu Art of War: (Large Print Edition of Sun Tzu the Art of War Military Strategy),Sun Tzu,9781450505338,CreateSpace Publishing,Large Print,80,7.00(w) x 10.00(h) x 0.17(d)
3316,The Art of War: Total War Edition,Sun Tzu,9781453644799,CreateSpace Publishing,,92,5.50(w) x 8.50(h) x 0.19(d)
3317,Safe Haven?: A History of Refugees in America,David W. Haines,9781565493315,Kumarian Press Inc.,New Edition,256,5.90(w) x 8.90(h) x 0.60(d)
3318,Ulysses S. Grant,Samuel Willard Crompton,9781604133011,Facts on File Incorporated,,120,6.70(w) x 9.30(h) x 0.50(d)
3319,Upstairs at the White House: My Life with the First Ladies,J. B. West;  Mary Lynn Kotz,9781504038676,Open Road Integrated Media LLC,Reprint,398,5.30(w) x 7.10(h) x 1.00(d)
3320,Patagonia: A Cultural History,Chris Moss,9780195342499,Oxford University Press USA,New Edition,328,5.80(w) x 8.30(h) x 1.10(d)
3321,Our Hearts Fell to the Ground: Plains Indian Views of How the West Was Lost,Colin G. Calloway,9781319088163,Bedford/St. Martin's,Second Edition,212,6.00(w) x 1.25(h) x 9.00(d)
3322,Going Home,W. L. Henry,9781500878245,CreateSpace Publishing,,114,6.00(w) x 9.00(h) x 0.24(d)
3323,D-Day June 6 1944: The Climactic Battle of World War II,Stephen E. Ambrose;  Griffith,9780684801377,Simon & Schuster,Reprint,656,6.10(w) x 9.20(h) x 1.30(d)
3324,Diary Of A Pen Warrior,J. R. Gildart,9781438901688,AuthorHouse,,100,5.00(w) x 8.00(h) x 0.24(d)
3325,The Care of Fine Books,Jane Greenfield,9781628737936,Skyhorse Publishing,Second Edition,160,6.00(w) x 8.90(h) x 0.60(d)
3326,Culture and PTSD: Trauma in Global and Historical Perspective,Devon E. Hinton,9780812247145,University of Pennsylvania Press Inc.,,440,6.10(w) x 9.00(h) x 1.40(d)
3327,Hit Makers: The Science of Popularity in an Age of Distraction,Derek Thompson,9781101980323,Penguin Publishing Group,,352,6.50(w) x 9.40(h) x 1.50(d)
3328,The Next Always (Inn BoonsBoro Trilogy #1),Nora Roberts,9780515151497,Penguin Publishing Group,Reprint,336,6.70(w) x 4.20(h) x 1.10(d)
3329,Deciphering Sun Tzu: How to Read The Art of War,Derek C. Yuen,9780199373512,Oxford University Press,,256,6.70(w) x 10.20(h) x 1.10(d)
3330,Collected Writings on Chinese Cultural History,Tsuen-hsuin Tsien,9789629964221,Chinese University Press The,,430,6.40(w) x 9.10(h) x 1.30(d)
3331,Man In The Iron Mask The,Alexandre Dumas,9781404316324,IndyPublish,,504,6.00(w) x 9.00(h) x 1.25(d)
3332,Apalachicola,Beverly Mount-Douds,9781531644857,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
3333,Nurse Staffing and Quality of Patient Care: Evidence Report/Technology Assessment Number 151,U.S. Department of Healt Human Services;  Agency for Healthcare Resea and Quality,9781500374150,CreateSpace Publishing,,544,8.50(w) x 11.00(h) x 1.10(d)
3334,The Cultural History of Plants / Edition 1,Sir Ghillean Prance,9780415927468,Taylor & Francis,,460,7.20(w) x 10.10(h) x 1.20(d)
3335,Poetic Images: the Great American West,Clark Crouch,9781508662549,CreateSpace Publishing,,150,6.00(w) x 9.00(h) x 0.32(d)
3336,Absolutely Essential Tips For Buying & Selling On eBay: Special Bonus Edition - 5 Books in One,Phil Gurian,9781491058930,CreateSpace Publishing,,114,6.00(w) x 9.00(h) x 0.24(d)
3337,Current Research in Endometriosis,Chris Flagstad,9781632421012,ML Books International,,196,6.00(w) x 9.00(h) x 0.50(d)
3338,A Short Guide To A Long Life,Edward Furlong,9781475287868,CreateSpace Publishing,,90,5.25(w) x 8.00(h) x 0.19(d)
3339,Black People and the Five Pillars: A Beginners Level,Msizi ka Isaac ka Wilson Moshoetsi,9781482825589,Partridge Africa,,226,6.00(w) x 9.00(h) x 0.52(d)
3340,Cracking the AP Physics C Exam 2018 Edition: Proven Techniques to Help You Score a 5,Princeton Review,9781524710132,Random House Children's Books,,672,8.40(w) x 10.80(h) x 1.80(d)
3341,TALKING TO THE GROUND,Douglas Preston,9781476791500,Simon & Schuster,,304,6.10(w) x 9.20(h) x 1.00(d)
3342,Black Women in White America: A Documentary History,Gerda Lerner,9780679743149,Knopf Doubleday Publishing Group,Vintage Books ed,672,5.20(w) x 8.00(h) x 1.40(d)
3343,A Secret Gift: How One Man's Kindness - and a Trove of Letters - Revealed the Hidden History of the Great Depression,Ted Gup,9780143120001,Penguin Publishing Group,,384,5.32(w) x 7.96(h) x 0.87(d)
3344,My Cancer Survival Saga: And How You Could Star in Yours,Jen Kimberley,9781504303712,Balboa Press Australia,,322,7.50(w) x 9.25(h) x 0.67(d)
3345,Black Magic,Marjorie Bowen,9781534795921,CreateSpace Publishing,,468,6.00(w) x 9.00(h) x 0.94(d)
3346,Epic: Stories of Survival from the World's Highest Peaks,Clint Willis,9781560251545,Da Capo Press,1 ED,320,6.00(w) x 9.00(h) x 0.75(d)
3347,25 Years to Life,Mysheka Ross,9780988611733,WAG Publishing,,74,5.80(w) x 8.80(h) x 0.30(d)
3348,Reinterpreting New England Indians And The Colonial Experience,Colin G. Calloway;  Neal Salisbury,9780979466250,Colonial Society of Massachusetts,,384,6.00(w) x 9.00(h) x 0.79(d)
3349,America's History Value Edition Combined Volume / Edition 8,Eric Hinderaker;  Rebecca Edwards;  Robert O. Self,9781319040369,Bedford/St. Martin's,Eighth Edition,1160,6.40(w) x 9.10(h) x 1.60(d)
3350,Progeny,Anita Bihovsky,9781495474804,CreateSpace Publishing,,244,5.50(w) x 8.50(h) x 0.51(d)
3351,The House of the Dead and Poor Folk (Barnes & Noble Classics Series),Fyodor Dostoevsky,9781593081942,Barnes & Noble,,480,5.18(w) x 8.00(h) x 1.20(d)
3352,Camp X,David Stafford,9781909869721,Thistle Publishing,,360,6.00(w) x 9.00(h) x 0.75(d)
3353,Lord Jim (Barnes & Noble Classics Series),Joseph Conrad,9781593081454,Barnes & Noble,New Edition,400,5.10(w) x 7.90(h) x 1.20(d)
3354,Kennedy & Nixon: The Rivalry that Shaped Postwar America,Chris Matthews,9781451644289,Free Press,Reprint,400,6.60(w) x 5.60(h) x 1.00(d)
3355,Rose O' the River,Kate Douglas Wiggin,9781544101774,CreateSpace Publishing,,78,6.00(w) x 9.00(h) x 0.16(d)
3356,Diary of The End of Tomorrow,J L Jones,9781545249871,CreateSpace Publishing,,308,6.00(w) x 1.25(h) x 9.00(d)
3357,Immune System Makeover: Enjoy Better Health,Janet Maccaro,9780884196921,Charisma Media,,288,5.50(w) x 8.50(h) x 0.76(d)
3358,Teenagents: World Challenge,Sarah Alexandra Hathorn,9782970073826,Summit,,240,6.00(w) x 9.00(h) x 0.55(d)
3359,A Gent From Bear Creek,Howard Robert Ervin,9781984366733,CreateSpace Publishing,,228,6.00(w) x 1.25(h) x 9.00(d)
3360,Margaret Smith's Journal - Volume V,John Greenleaf Whittier,9781507809822,CreateSpace Publishing,,232,6.00(w) x 9.00(h) x 0.49(d)
3361,Patient Protection and Affordable Care Act procedures for reporting certain financial management information should be improved: report to congressional requesters.,U.S. Government Accountability Office,9781973960508,CreateSpace Publishing,,32,6.00(w) x 1.25(h) x 9.00(d)
3362,A History Of Latin America,Willam Warren Sweet,9781406709179,Muller Press,,324,5.50(w) x 8.50(h) x 0.73(d)
3363,Le Corbusier: A Life,Nicholas Fox Weber,9780375410437,Knopf Doubleday Publishing Group,,848,6.70(w) x 9.40(h) x 1.70(d)
3364,Aaron Burr,William Wise,9780595196302,iUniverse Incorporated,,196,5.50(w) x 8.40(h) x 0.70(d)
3365,How Historians Work: Retelling the Past-From the Civil War to the Wider World,John C. Waugh,9781933337432,State House/McWhiney Foundation Press,,292,5.90(w) x 8.90(h) x 0.40(d)
3366,Weapons of World War II: A Photographic Guide to Tanks Howitzers Submachine Guns and More Historic Ordnance,G.M. Barnes,9781629143941,Skyhorse Publishing,,320,6.00(w) x 9.00(h) x 0.90(d)
3367,Genes Memes and Human History: Darwinian Archaeology and Cultural Evolution,Stephen Shennan,9780500051184,Thames & Hudson,,304,6.50(w) x 9.50(h) x 1.50(d)
3368,African American Heritage Hymnal: 575 Hymns Spirituals and Gospel Songs,Rev. Dr. Delores Carpenter,9781579991241,Gia Publications,New Edition,1104,6.38(w) x 9.06(h) x 1.57(d)
3369,The Tuskegee Airmen: Freedom Flyers of World War II,Brynn Baker,9781491449073,Capstone Press,,32,6.50(w) x 8.70(h) x 0.90(d)
3370,A Denton Family History,Bobbie Cole,9781542997249,CreateSpace Publishing,,364,8.50(w) x 11.02(h) x 0.95(d)
3371,Third Reich Victorious: Alternate Histories of World War II,Peter G. Tsouras,9781632206435,Skyhorse Publishing,Reprint,320,5.50(w) x 8.10(h) x 0.80(d)
3372,Mishkah: Egyptian Journal of Islamic Archaeology Volume 2,Supreme Council of Antiquities Staff,9789774374708,American University in Cairo Press The,Multilingu,404,8.20(w) x 11.60(h) x 0.80(d)
3373,Roanoke: Solving the Mystery of the Lost Colony,Lee Miller,9781611453317,Arcade Publishing,Reprint,384,6.00(w) x 8.90(h) x 1.10(d)
3374,How to,Michael Bierut,9780062413901,HarperCollins Publishers,,320,10.30(w) x 10.00(h) x 1.30(d)
