title,author,isbn,publisher,edition,pages,dimensions
Mastering Swift 4 - Fourth Edition,Jon Hoffman,9.78179E+12,Packt Publishing,,392,6.00(w) x 1.25(h) x 9.00(d)
Like Follow Share: Awesome Actionable Social Media Marketing to Maximize Your Online Potential,Suse Barnes,9.78162E+12,Callisto Media,,250,6.00(w) x 8.90(h) x 0.80(d)
The Go Programming Language / Edition 1,Alan A. A. Donovan;  Brian W. Kernighan,9.78013E+12,Addison-Wesley,,400,7.30(w) x 9.00(h) x 0.90(d)
PostgreSQL: Up and Running: A Practical Guide to the Advanced Open Source Database,Regina O. Obe;  Leo S. Hsu,9.78149E+12,O'Reilly Media Incorporated,,314,6.90(w) x 9.10(h) x 0.70(d)
QuickBooks Online For Dummies,Priscilla Meli;  Elaine Marmel,9.78073E+12,Wiley,Australian Edition,376,7.30(w) x 9.20(h) x 1.20(d)
Hamster Revolution: How to Manage Your Email Before It Manages You,Mike Song;  Vicki Halsey;  Tim Burress,9.78158E+12,Berrett-Koehler Publishers,,129,8.24(w) x 5.50(h) x 0.42(d)
Blackboard For Dummies,Howie Southworth;  Kemal Cakici;  Yianna Vovides;  Susan Zvacek,9.78047E+12,Wiley,,380,7.40(w) x 9.10(h) x 1.00(d)
Windows XP for Dummies Second Edition,Andy Rathbone,9.78076E+12,Wiley,REV,432,7.46(w) x 9.16(h) x 0.98(d)
Windows 10: The Missing Manual: The book that should have been in the box,David Pogue,9.78149E+12,O'Reilly Media Incorporated,Updated,700,7.00(w) x 9.19(h) x (d)
A+ Guide to IT Technical Support (Hardware and Software) / Edition 9,Jean Andrews,9.78131E+12,Cengage Learning,,,8.60(w) x 11.00(h) x 1.70(d)
Lights Out: A Cyberattack A Nation Unprepared Surviving the Aftermath,Ted Koppel,9.78055E+12,Crown/Archetype,,288,5.18(w) x 7.99(h) x 0.63(d)
The Photoshop Elements 14 Book for Digital Photographers by Scott Kel,,9.78013E+12,New Riders,,384,7.90(w) x 9.90(h) x 0.80(d)
Windows 10 Tips and Tricks (includes Content Update Program) / Edition 1,Guy Hart-Davis,9.78079E+12,Que,,480,6.00(w) x 8.90(h) x 1.00(d)
Excel 2010,BarCharts Inc; Other Format,9.78142E+12,BarCharts Incorporated,,6,8.50(w) x 11.00(h) x 0.06(d)
Kindle Fire HDX For Dummies,Nancy C. Muir,9.78112E+12,Wiley,,288,7.30(w) x 9.10(h) x 0.60(d)
How to Photograph Absolutely Everything: Successful Pictures From Your Digital Camera,Tom Ang,9.78076E+12,DK,Reprint,384,8.60(w) x 10.10(h) x 1.00(d)
Effective Python: 59 Specific Ways to Write Better Python / Edition 1,Brett Slatkin,9.78013E+12,Addison-Wesley,,256,6.90(w) x 9.00(h) x 0.70(d)
Five Nights at Freddy's Drawing Guide - LIMITED EDITION: Available for a limited time only! Learn how to draw all your favorite characters including Freddy Foxy and a super secret animatronic...,Walter Gutenberg,9.78154E+12,CreateSpace Publishing,Limited,118,16.20(w) x 9.80(h) x 0.40(d)
Fallout 4: The Poster Collection,Bethesda Softworks,9.78151E+12,Dark Horse Comics,,42,12.00(w) x 16.00(h) x 0.40(d)
Investing Online For Dummies,Matt Krantz,9.78112E+12,Wiley,,432,7.40(w) x 9.20(h) x 1.00(d)
Programming for the Internet of Things: Using Windows 10 IoT Core and Azure IoT Suite / Edition 1,Dawid Borycki,9.78151E+12,Microsoft Press,,624,7.40(w) x 8.90(h) x 1.30(d)
Word Hacks: Tips & Tools for Taming Your Text,Andrew Savikas,9.7806E+12,O'Reilly Media Incorporated,,400,6.00(w) x 9.00(h) x 0.85(d)
Agile Data Science 2.0: Building Full-Stack Data Analytics Applications with Spark,Russell Jurney,9.78149E+12,O'Reilly Media Incorporated,,352,7.00(w) x 9.10(h) x 0.90(d)
A Research Primer for Technical Communication: Methods Exemplars and Analyses / Edition 1,Michael A. Hughes;  George F. Hayhoe,9.78081E+12,Taylor & Francis,New Edition,232,7.00(w) x 10.00(h) x 0.49(d)
Facebook for Seniors: Connect with Friends and Family in 12 Easy Lessons,Carrie Ewin;  Chris Ewin;  Cheryl Ewin,9.78159E+12,No Starch Press,,332,6.90(w) x 8.90(h) x 1.00(d)
Microsoft Visio 2016 Step By Step,Scott A. Helmers,9.78074E+12,Microsoft Press,,576,7.40(w) x 8.90(h) x 0.90(d)
QuickBooks 2017 All-In-One For Dummies,Stephen L. Nelson,9.78112E+12,Wiley,,624,7.30(w) x 8.90(h) x 1.30(d)
Exam Ref 70-744 Securing Windows Server 2016,Timothy L. Warner;  Craig Zacker,9.78151E+12,Microsoft Press,,352,7.30(w) x 8.90(h) x 0.90(d)
Exam Ref 70-339 Managing Microsoft SharePoint Server 2016,Troy Lanphier,9.78151E+12,Microsoft Press,,464,7.40(w) x 8.90(h) x 1.00(d)
Dogfight: How Apple and Google Went to War and Started a Revolution,Fred Vogelstein,9.78037E+12,Farrar Straus and Giroux,Reprint,272,8.70(w) x 5.70(h) x 0.90(d)
Fundamentals of Office 365: 2016 Edition,Kevin Wilson,9.78191E+12,Elluminet Press,,254,7.00(w) x 9.90(h) x 0.70(d)
Introduction to Information Systems - Loose Leaf / Edition 16,George Marakas;  James A. O'Brien,9.78007E+12,McGraw-Hill Education,,768,8.40(w) x 10.80(h) x 1.00(d)
The Art of Pixar: 25th Anniv.: The Complete Color Scripts and Select Art from 25 Years of Animation,Amid Amidi,9.78081E+12,Chronicle Books LLC,,320,11.20(w) x 9.30(h) x 1.20(d)
So You've Been Publicly Shamed,Jon Ronson,9.78159E+12,Penguin Publishing Group,,336,5.40(w) x 8.20(h) x 0.90(d)
Computer Forensics and Digital Investigation with EnCase Forensic v7 / Edition 1,Suzanne Widup,9.78007E+12,McGraw-Hill Professional Publishing,,448,7.30(w) x 9.00(h) x 1.00(d)
Illustrated Microsoft Office 365 & Office 2016: Fundamentals Loose-leaf Version / Edition 1,Marjorie S. Hunt;  Barbara Clemens,9.78134E+12,Cengage Learning,,,8.40(w) x 10.70(h) x 0.50(d)
Java For Dummies,Barry A. Burd,9.78112E+12,Wiley,,504,7.40(w) x 9.20(h) x 1.00(d)
Excel 2007 For Dummies,Greg Harvey,9.78047E+12,Wiley,,416,7.46(w) x 9.04(h) x 0.92(d)
An Interdisciplinary Introduction to Image Processing: Pixels Numbers and Programs,Steven L. Tanimoto,9.78026E+12,MIT Press,New Edition,544,7.22(w) x 8.98(h) x 1.24(d)
The Power Formula for LinkedIn Success (Third Edition - Completely Revised): Kick-start Your Business Brand and Job Search,Wayne Breitbarth,9.78163E+12,Greenleaf Book Group Press,,232,5.50(w) x 8.50(h) x 0.70(d)
Work at Home Now: The No-Nonsense Guide to Finding Your Perfect Home-Based Job Avoiding Scams and Making a Great Living,Christine Durst;  Michael Haaren,9.7816E+12,Career Press Incorporated,,288,5.20(w) x 8.10(h) x 0.80(d)
Bitcoin Mining for Beginners: A Step By Step Guide to Bitcoin Mining,Bitcoin Mining Experts,9.7815E+12,CreateSpace Publishing,,42,5.00(w) x 8.00(h) x 0.09(d)
Industrial Network Security: Securing Critical Infrastructure Networks for Smart Grid SCADA and Other Industrial Control Systems / Edition 2,Eric D. Knapp;  Joel Thomas Langill,9.78012E+12,Elsevier Science,,460,7.50(w) x 9.10(h) x 0.90(d)
Cisco Networking All-in-One For Dummies,Edward Tetz,9.78047E+12,Wiley,,720,7.40(w) x 9.10(h) x 1.60(d)
Working Effectively with Legacy Code / Edition 1,Michael Feathers,9.78013E+12,Prentice Hall,New Edition,456,6.90(w) x 8.90(h) x 1.10(d)
Bgp: Building Reliable Networks with the Border Gateway Protocol,Iljitsch van Beijnum,9.7806E+12,O'Reilly Media Incorporated,1ST,290,7.00(w) x 9.19(h) x 0.70(d)
The Internet Is Not the Answer,Andrew Keen,9.7808E+12,Grove/Atlantic Inc.,First Trade Paper Edition,288,5.40(w) x 8.20(h) x 1.00(d)
IBM's 360 and Early 370 Systems,Emerson W. Pugh;  Lyle R. Johnson;  John H. Palmer,9.78026E+12,MIT Press,,844,6.00(w) x 8.90(h) x 1.80(d)
The Complete Practical Guide to Digital Photography: How to create great pictures every time: a comprehensive manual for both beginner and experienced photographers. Fully illustrated with more than 500 images.,Steve Luck,9.78184E+12,Southwater,New Edition,160,9.00(w) x 11.60(h) x 0.60(d)
Exchanging Data From SAS to Excel: The ODS Excel Destination,Jr. William E. Benjamin,9.78163E+12,SAS Institute Inc.,,206,6.00(w) x 1.25(h) x 9.00(d)
DC Comics Guide to Digitally Drawing Comics,Freddie E Williams,9.78082E+12,Potter/TenSpeed/Harmony,,144,7.50(w) x 10.40(h) x 0.40(d)
Digital Photographer's Handbook 6th Edition,Tom Ang,9.78147E+12,DK,,408,6.80(w) x 9.60(h) x 1.10(d)
Work for Money Design for Love: Answers to the Most Frequently Asked Questions About Starting and Running a Successful Design Business,David Airey,9.78032E+12,New Riders,,288,5.50(w) x 8.80(h) x 0.80(d)
Nikon D3200 For Dummies,Julie Adair King,9.78112E+12,Wiley,,400,8.90(w) x 7.40(h) x 1.00(d)
Vlogging. How to start a vlog and earn money with your vlog. Vlogging tips and themes cameras videos marketing talent managers and sponsors.,Jordine Bowen,9.78191E+12,Pesa Publishing,,132,6.00(w) x 1.25(h) x 9.00(d)
Head First PMP,Jennifer Greene;  Andrew Stellman,9.78145E+12,O'Reilly Media Incorporated,Third Edition,896,8.00(w) x 9.25(h) x 1.78(d)
Dissecting the Hack: The F0rb1dd3n Network Revised Edition,Jayson E Street;  Kent Nabors;  Brian Baskin;  Marcus J. Carey,9.7816E+12,Elsevier Science,,360,7.50(w) x 9.10(h) x 1.00(d)
Handbook of Usability Testing: How to Plan Design and Conduct Effective Tests / Edition 2,Jeffrey Rubin;  Dana Chisnell,9.78047E+12,Wiley,Second Edition,384,7.30(w) x 9.20(h) x 1.00(d)
Rise of the Robots: Technology and the Threat of a Jobless Future,Martin Ford,9.78047E+12,Basic Books,First Trade Paper Edition,368,5.40(w) x 8.20(h) x 0.80(d)
Hamilton and Philosophy: Revolutionary Thinking,Aaron Rabinowitz,9.78081E+12,Open Court Publishing Company,,288,5.80(w) x 8.90(h) x 0.60(d)
Gracious: A Practical Primer on Charm Tact and Unsinkable Strength: Including instructions on being kind when you don't feel like it ignoring the Internet and/or disarming trolls and generally staying serene and sensible in a world that is neither,Kelly Williams Brown,9.78162E+12,Rodale Press Inc.,,256,5.50(w) x 8.30(h) x 0.80(d)
The Game Maker's Apprentice: Game Development for Beginners / Edition 1,Jacob Habgood;  Mark Overmars,9.78159E+12,Apress,1st Corrected ed. Corr. 4th printing,311,7.01(w) x 10.00(h) x 0.04(d)
Functional Design for 3D Printing: Designing 3d printed things for everyday use - 3rd edition,Clifford T Smyth,9.78069E+12,Clifford Smyth,Revised edition,236,6.00(w) x 1.25(h) x 9.00(d)
Data Structures and Problem Solving Using Java / Edition 4,Mark A. Weiss,9.78032E+12,Pearson,New Edition,1024,7.40(w) x 9.10(h) x 1.60(d)
Java Programming for Beginners,Mark Lassoff,9.78179E+12,Packt Publishing,,318,6.00(w) x 1.25(h) x 9.00(d)
GO! with Microsoft Word 2016 Comprehensive / Edition 1,Shelley Gaskin;  Alicia Vargas,9.78013E+12,Pearson,New Edition,832,9.30(w) x 10.70(h) x 1.10(d)
SAS Certification Prep Guide: Advanced Programming for SAS 9 Fourth Edition,SAS Institute,9.78163E+12,SAS Institute Inc.,New Edition,858,8.50(w) x 11.00(h) x 1.70(d)
Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas C. Muller;  Sarah Guido,9.78145E+12,O'Reilly Media Incorporated,,394,6.90(w) x 9.10(h) x 0.60(d)
The Color of Pixar,Tia Kratter,9.78145E+12,Chronicle Books LLC,,352,5.90(w) x 7.90(h) x 1.40(d)
How to Win Friends and Influence People in the Digital Age,Dale Carnegie,9.78145E+12,Simon & Schuster,,272,5.50(w) x 8.37(h) x 0.70(d)
The Art of the Metaobject Protocol / Edition 1,Gregor Kiczales;  Jim des Rivieres;  Daniel G. Bobrow;  Jim Des Rivieres,9.78026E+12,MIT Press,New Edition,352,7.00(w) x 9.00(h) x 0.68(d)
The Ruby Way: Solutions and Techniques in Ruby Programming / Edition 3,Hal Fulton;  Andre Arko,9.78032E+12,Addison-Wesley,,816,6.90(w) x 9.00(h) x 1.90(d)
Trust Me I'm Lying: Confessions of a Media Manipulator,Ryan Holiday,9.78159E+12,Penguin Publishing Group,,320,5.40(w) x 8.40(h) x 1.00(d)
Microsoft Visio 2013 Step By Step,Scott A. Helmers,9.78074E+12,Microsoft Press,,592,7.40(w) x 8.90(h) x 1.50(d)
My Samsung Galaxy Tab 4,Eric Butow;  Lonzell Watson,9.78079E+12,Que,,496,6.00(w) x 8.90(h) x 1.10(d)
Q&As for the PMBOK Guide Fifth Edition / Edition 5,Frank T. Anbari;  PhD;  PE;  PMP,9.78194E+12,Project Management Institute,Fifth Edition Fifth edition,307,4.80(w) x 6.70(h) x 1.00(d)
Digital Painting Techniques: Practical Techniques of Digital Art Masters / Edition 1,3dtotal.Com,9.78024E+12,Taylor & Francis,,288,8.40(w) x 11.00(h) x 0.90(d)
iPhone For Dummies,Edward C. Baig;  Bob LeVitus,9.78112E+12,Wiley,,416,7.30(w) x 9.10(h) x 0.90(d)
ServiceNow Application Development,Sagar Gupta,9.78179E+12,Packt Publishing,,408,6.00(w) x 1.25(h) x 9.00(d)
The Revenge of Analog: Real Things and Why They Matter,David Sax,9.78161E+12,PublicAffairs,Reprint,304,5.40(w) x 8.20(h) x 0.80(d)
Getting Your Shot: Stunning Photos How-to Tips and Endless Inspiration From the Pros,National Geographic,9.78143E+12,National Geographic Society,,288,8.00(w) x 8.00(h) x 0.76(d)
Database Design for Mere Mortals: A Hands-On Guide to Relational Database Design / Edition 3,Michael J. Hernandez,9.78032E+12,Addison-Wesley,,610,7.20(w) x 9.00(h) x 1.50(d)
Unity 5 from Zero to Proficiency (Beginner): A step-by-step guide to coding your first game with Unity,P Patrick Felicia;  p Patrick Felicia,9.78152E+12,CreateSpace Publishing,,202,8.50(w) x 11.00(h) x 0.52(d)
The Elements of MATLAB Style,Richard K. Johnson,9.78052E+12,Cambridge University Press,,180,4.50(w) x 6.90(h) x 0.50(d)
Quiche Greats: Delicious Quiche Recipes the Top 84 Quiche Recipes,Jo Franks,9.78149E+12,Emereo Pty Ltd,,94,7.44(w) x 9.69(h) x 0.19(d)
Introduction to Programming Using Visual Basic / Edition 10,David I. Schneider,9.78013E+12,Pearson,New Edition,720,8.50(w) x 10.80(h) x 1.10(d)
Cognitive Neuroscience of Memory,Scott D. Slotnick,9.78111E+12,Cambridge University Press,,304,5.98(w) x 8.98(h) x 0.55(d)
Facets of Facebook: Use and Users,Kathrin Knautz,9.78311E+12,De Gruyter,,338,6.10(w) x 9.06(h) x (d)
Machine Learning: The New AI,Ethem Alpaydin,9.78026E+12,MIT Press,,224,4.90(w) x 6.90(h) x 0.90(d)
HTML & CSS: The Complete Reference Fifth Edition / Edition 5,Thomas A. Powell,9.78007E+12,McGraw-Hill Professional Publishing,,864,7.30(w) x 9.10(h) x 2.00(d)
Game Audio Programming: Principles and Practices,Guy Somberg,9.7815E+12,Taylor & Francis,,334,6.20(w) x 9.20(h) x 0.90(d)
Horizon Zero Dawn Game DLC PC Trophies Download Guide Unofficial,Chala Dar,9.78198E+12,HIDDENSTUFF ENTERTAINMENT LLC.,,36,8.27(w) x 11.69(h) x 0.07(d)
Ciso Leadership: Essential Principles for Success,Todd Fitzgerald,9.78085E+12,Taylor & Francis,,312,6.25(w) x 9.25(h) x 0.90(d)
Reality Is Broken: Why Games Make Us Better and How They Can Change the World,Jane McGonigal,9.78014E+12,Penguin Publishing Group,,416,5.52(w) x 8.54(h) x 0.91(d)
Windows 8.1 For Dummies,Andy Rathbone,9.78112E+12,Wiley,,432,7.30(w) x 9.20(h) x 0.80(d)
Design It!: From Programmer to Software Architect,Michael Keeling,9.78168E+12,Pragmatic Programmers LLC The,,360,7.40(w) x 9.10(h) x 0.80(d)
Electronics Cookbook: Practical Electronic Recipes with Arduino and Raspberry Pi,Simon Monk,9.78149E+12,O'Reilly Media Incorporated,,458,6.90(w) x 9.10(h) x 1.00(d)
Intel Xeon Phi Coprocessor Architecture and Tools: The Guide for Application Developers,Rezaur Rahman,9.78143E+12,Apress,1st ed.,232,7.40(w) x 9.20(h) x 0.70(d)
CompTIA Security+ SY0-501 Exam Cram,Diane Barrett;  Martin M. Weiss,9.78079E+12,Pearson IT Certification,,720,6.00(w) x 8.90(h) x 1.80(d)
Dot Complicated: Untangling Our Wired Lives,Randi Zuckerberg,9.78006E+12,HarperCollins Publishers,Reprint,256,5.20(w) x 7.90(h) x 0.70(d)
The Art of Mirror's Edge: Catalyst Ltd. Ed,DICE,9.78151E+12,Dark Horse Comics,Limited,200,12.20(w) x 14.90(h) x 1.90(d)
How to Win Friends and Influence People in the Digital Age,Dale Carnegie & Associates;  Robert Petkoff,9.78144E+12,Simon & Schuster Audio,Unabridged,7,5.74(w) x 5.30(h) x 0.64(d)
Essentials Of Computer Organization And Architecture / Edition 4,Linda Null;  Julia Lobur,9.78128E+12,Jones & Bartlett Learning,New Edition,880,7.70(w) x 9.20(h) x 2.20(d)
Samsung Galaxy S8 Quick User Guide: Learn Quick Tips for the Galaxy S8,Jude Barron,9.78155E+12,CreateSpace Publishing,,36,5.00(w) x 8.00(h) x 0.07(d)
Cryptography: The Science of Secret Writing,Laurence D. Smith,9.78049E+12,Dover Publications,,160,5.42(w) x 7.98(h) x 0.35(d)
Exploring Raspberry Pi: Interfacing to the Real World with Embedded Linux,Derek Molloy,9.78112E+12,Wiley,,720,7.30(w) x 9.20(h) x 1.40(d)
Excel 2016 Bible / Edition 2,John Walkenbach,9.78112E+12,Wiley,,1152,9.30(w) x 7.40(h) x 2.20(d)
Java: The Complete Reference Tenth Edition,Herbert Schildt,9.78126E+12,McGraw-Hill Professional Publishing,Student,1344,7.30(w) x 9.10(h) x 2.50(d)
Raising the Stakes: E-Sports and the Professionalization of Computer Gaming,T. L. Taylor,9.78026E+12,MIT Press,Reprint,336,5.70(w) x 8.80(h) x 2.50(d)
Essential Building Games: Minecraft Strategies for Better Gaming,Triumph Books,9.78144E+12,Triumph Books,,240,8.40(w) x 10.80(h) x 0.50(d)
Crafting Digital Writing: Composing Texts Across Media and Genres,Troy Hicks,9.78033E+12,Heinemann,,208,7.30(w) x 9.20(h) x 0.70(d)
CCNP Routing and Switching TSHOOT 300-135 Official Cert Guide / Edition 1,Raymond Lacoste;  Kevin Wallace,9.78159E+12,Cisco Press,New Edition,1024,7.50(w) x 9.20(h) x 2.30(d)
Search Engine Optimization: Your visual blueprint for effective Internet marketing,Kristopher B. Jones,9.78112E+12,Wiley,,336,9.10(w) x 7.30(h) x 0.80(d)
Sams Teach Yourself Adobe Acrobat 5 in 24 Hours,Christopher Smith;  Sally Cox,9.78067E+12,Sams,,432,7.40(w) x 9.20(h) x 1.00(d)
Wicked Cool Shell Scripts 2nd Edition: 101 Scripts for Linux OS X and UNIX Systems,Dave Taylor;  Brandon Perry,9.78159E+12,No Starch Press,,392,6.90(w) x 9.30(h) x 1.20(d)
Operating System Concepts Essentials / Edition 2,Abraham Silberschatz;  Peter B. Galvin;  Greg Gagne,9.78112E+12,Wiley,New Edition,784,9.80(w) x 7.00(h) x 1.10(d)
How to Sell Your Crafts Online: A Step-by-Step Guide to Successful Sales on Etsy and Beyond,Derrick Sutton,9.78031E+12,St. Martin's Press,,224,7.40(w) x 8.40(h) x 0.60(d)
Google AdWords For Dummies,Howie Jacobson;  Joel McDonald;  Kristie McDonald,9.78112E+12,Wiley,,432,7.40(w) x 9.20(h) x 1.10(d)
Management Information Systems for the Information Age / Edition 9,Maeve Cummings;  Stephen Haag,9.78007E+12,McGraw-Hill Higher Education,,592,8.40(w) x 10.80(h) x 0.90(d)
Windows 10 Tips Tricks & Shortcuts in easy steps: Covers the Windows 10 Anniversary Update,Mike McGrath,9.78184E+12,In Easy Steps Limited,Second Edition,216,7.20(w) x 8.30(h) x 0.50(d)
Medical Billing and Coding For Dummies,Karen Smiley,9.78112E+12,Wiley,,360,7.30(w) x 9.20(h) x 0.60(d)
SAS Certification Prep Guide: Base Programming for SAS9 Fourth Edition,SAS Institute,9.78164E+12,SAS Institute Inc.,,582,6.00(w) x 1.25(h) x 9.00(d)
Database Reliability Engineering: Designing and Operating Resilient Database Systems,Laine Campbell;  Charity Majors,9.78149E+12,O'Reilly Media Incorporated,,294,7.00(w) x 9.19(h) x (d)
Discrete Mathematics: Elementary and Beyond / Edition 1,Laszlo Lovasz;  Ch L. Hemleben;  Jozsef Pelikan,9.78039E+12,Springer New York,2003,284,6.10(w) x 9.25(h) x 0.36(d)
Private Equity Accounting Investor Reporting and Beyond,Mariya Stefanova,9.78013E+12,FT Press,,320,7.40(w) x 9.20(h) x 1.00(d)
The Networked Nonprofit: Connecting with Social Media to Drive Change / Edition 1,Beth Kanter;  Allison Fine,9.78047E+12,Wiley,,224,6.90(w) x 9.10(h) x 0.50(d)
You Are Not a Gadget: A Manifesto,Jaron Lanier,9.78031E+12,Knopf Doubleday Publishing Group,,240,5.10(w) x 7.90(h) x 0.80(d)
Nikon D3300 For Dummies,Julie Adair King,9.78112E+12,Wiley,,320,7.30(w) x 9.10(h) x 0.70(d)
Microsoft Azure Security Infrastructure,Yuri Diogenes;  Tom Shinder;  Debra Shinder,9.78151E+12,Microsoft Press,,224,7.40(w) x 9.00(h) x 0.50(d)
Professional C# 6 and .NET Core 1.0 / Edition 1,Christian Nagel;  Morgan Skinner,9.78112E+12,Wiley,,1536,7.30(w) x 9.10(h) x 1.80(d)
Software Testing / Edition 2,Ron Patton,9.78067E+12,Sams,REV,408,7.40(w) x 9.00(h) x 0.90(d)
HTML CSS & JavaScript Web Publishing in One Hour a Day Sams Teach Yourself: Covering HTML5 CSS3 and jQuery / Edition 7,Laura Lemay;  Rafe Colburn;  Jennifer Kyrnin,9.78067E+12,Sams,,768,7.00(w) x 9.10(h) x 1.80(d)
SharePoint 2010 For Dummies,Vanessa L. Williams,9.78112E+12,Wiley,,504,7.30(w) x 9.10(h) x 1.20(d)
Break the Code: Cryptography for Beginners,Bud Johnson,9.78049E+12,Dover Publications,,80,8.20(w) x 10.90(h) x 0.30(d)
WordPress in Easy Steps: Web Development for Beginners - covers WordPress 4,Darryl Bartlett,9.78184E+12,In Easy Steps Limited,,192,7.20(w) x 8.80(h) x 0.40(d)
The Magic of Mental Diagrams: Expand Your Memory Enhance Your Concentration and Learn to Apply Logic,Claudio Aros,9.78163E+12,Skyhorse Publishing,,200,6.90(w) x 7.00(h) x 0.70(d)
Tetris: The Games People Play,Box Brown,9.78163E+12,First Second,,256,6.00(w) x 8.40(h) x 1.00(d)
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,9.78055E+12,Crown/Archetype,,288,5.10(w) x 7.90(h) x 0.70(d)
Practical Data Analysis with JMP Second Edition / Edition 2,Robert Carver,9.78161E+12,SAS Institute Inc.,,486,7.50(w) x 9.25(h) x 0.98(d)
Within the Frame: The Journey of Photographic Vision,David duChemin,9.78013E+12,New Riders,,288,7.90(w) x 9.00(h) x 0.80(d)
Computer Architecture: A Quantitative Approach,John L. Hennessy,9.78013E+12,Elsevier Science,,936,7.40(w) x 9.20(h) x 1.80(d)
Autodesk Revit 2017 for Architecture No Experience Required,Eric Wing,9.78112E+12,Wiley,,720,7.40(w) x 9.20(h) x 1.50(d)
QuickBooks 2015 All-in-One For Dummies,Stephen L. Nelson,9.78112E+12,Wiley,,600,7.30(w) x 9.20(h) x 1.20(d)
Learning PHP MySQL & JavaScript: With jQuery CSS & HTML5,Robin Nixon,9.78149E+12,O'Reilly Media Incorporated,,812,6.90(w) x 9.10(h) x 1.80(d)
Teach Yourself VISUALLY macOS High Sierra,McFedries,9.78112E+12,Wiley,,352,7.40(w) x 9.00(h) x 0.70(d)
Windows Internals Part 1: System architecture processes threads memory management and more / Edition 7,Pavel Yosifovich;  Mark E. Russinovich;  David A. Solomon;  Alex Ionescu,9.78074E+12,Microsoft Press,7,800,7.40(w) x 9.10(h) x 1.80(d)
Angular 4 Pocket Primer,Oswald Campesato,9.78168E+12,Mercury Learning & Information,,352,6.00(w) x 8.90(h) x 0.60(d)
The One Device: The Secret History of the iPhone,Brian Merchant,9.78032E+12,Little Brown and Company,,416,6.30(w) x 9.30(h) x 1.40(d)
McGraw-Hill Education ACP Agile Certified Practitioner Exam,Klaus Nielsen,9.78007E+12,McGraw-Hill Professional Publishing,,448,8.40(w) x 10.50(h) x 1.10(d)
Windows 7 Step by Step,Joan Preppernau;  Joyce Cox,9.78074E+12,Microsoft Press,,544,7.30(w) x 8.80(h) x 1.40(d)
Matlab: A Practical Introduction to Programming and Problem Solving / Edition 4,Stormy Attaway,9.78013E+12,Elsevier Science,,600,7.40(w) x 9.20(h) x 1.10(d)
Modeling Techniques in Predictive Analytics with Python and R: A Guide to Data Science / Edition 1,Thomas W. Miller,9.78013E+12,Pearson FT Press,Reprint,448,7.10(w) x 9.30(h) x 1.40(d)
Arduino Robotics / Edition 1,John-David Warren;  Josh Adams;  Harald Molle,9.78143E+12,Apress,1st ed.,628,7.50(w) x 9.20(h) x 1.30(d)
New Perspectives Microsoft Office 365 & Excel 2016: Comprehensive Loose-leaf Version / Edition 1,June Jamrich Parsons;  Dan Oja;  Patrick Carey;  Carol DesJardins,9.78134E+12,Cengage Learning,Comprehens,,8.50(w) x 10.80(h) x 1.20(d)
Excel 2016 Formulas / Edition 1,Michael Alexander;  Richard Kusleika,9.78112E+12,Wiley,,816,7.30(w) x 9.10(h) x 1.70(d)
Learn Excel 2016 Essential Skills with The Smart Method,Mike Smart,9.78191E+12,The Smart Method Ltd,New Edition,380,19.60(w) x 11.60(h) x 0.80(d)
The Internet For Dummies,John R. Levine;  Margaret Levine Young,9.78112E+12,Wiley,,384,7.30(w) x 9.10(h) x 0.90(d)
Hate Crimes in Cyberspace,Danielle Keats Citron,9.78067E+12,Harvard,,352,5.00(w) x 7.90(h) x 1.00(d)
Deploying ACI: The complete guide to planning configuring and managing Application Centric Infrastructure,Frank Dagenhardt;  Jose Moreno;  Bill Dufresne,9.78159E+12,Cisco Press,,704,7.10(w) x 9.00(h) x 1.50(d)
SAP ALE IDOC EDI And Interfacing Technology Questions Answers And Explanations,Jim Stewart,9.78193E+12,Equity Press Riverside CA,,236,5.50(w) x 8.40(h) x 0.70(d)
Hacker's Delight / Edition 2,Henry S. Warren,9.78032E+12,Addison-Wesley,New Edition,512,6.40(w) x 9.20(h) x 1.30(d)
Data Structures and Algorithm Analysis in C++ 3rd Edition,Clifford A. Shaffer,9.78049E+12,Dover Publications,,624,6.90(w) x 9.90(h) x 1.30(d)
Graph Databases: New Opportunities for Connected Data,Ian Robinson;  Jim Webber;  Emil Eifrem,9.78149E+12,O'Reilly Media Incorporated,,238,6.90(w) x 9.10(h) x 0.70(d)
Information Security Governence / Edition 1 by Krag Brot,,9.78047E+12,Wiley,New Edition,220,6.30(w) x 9.30(h) x 0.80(d)
Make: Paper Inventions: Machines that Move Drawings that Light Up and Wearables and Structures You Can Cut Fold and Roll,Kathy Ceceri,9.78146E+12,Maker Media Inc,,132,7.80(w) x 9.60(h) x 0.40(d)
The Attention Merchants: The Epic Scramble to Get Inside Our Heads,Tim Wu,9.7808E+12,Knopf Doubleday Publishing Group,Reprint,432,5.20(w) x 7.90(h) x 1.00(d)
Full Stack JavaScript Development With MEAN,Colin J Ihrig;  Adam Bretz,9.78099E+12,SitePoint Pty Limited,,300,6.90(w) x 9.10(h) x 0.80(d)
DOS&#174; 6 Running Start,Alan Simpson,9.78158E+12,iUniverse Incorporated,,336,7.50(w) x 9.25(h) x 0.70(d)
